thetas_q1,thetas_q2,thetas_q3,thetas_q4,thetas_nosacq
4.556035872838833,4.93292480662376,2.188101904902745,2.5254212110275143,4
0.29399690035068565,-0.561553759570984,-0.15706011893758992,1.6802081714281263,0.6678784905927533
7.301303334436146,6.352122307965863,6.027456507272139,6.297724732917256,4
5.219849214740493,6.352122307965863,3.9194249210558283,3.3723339177359137,3.622627125615842
1.6716675460643642,1.7233434935283078,2.7106965805073107,-1.2686240952440138,1.2217128745022483
5.219849214740492,4.932924806623758,3.2828341041553135,3.372333917735914,4
4.556035872838833,4.0450676394623,4.697044664486503,1.6802081714281265,4
4.556035872838833,0.9925861165462969,1.282631894600621,3.372333917735914,3.017200628743316
0.29399690035068565,-2.054659926352182,-0.8367018839526159,0.9475807351955495,0.10068266874625036
5.989598308980863,4.0450676394623,3.919424921055828,3.372333917735914,4
5.989598308980867,2.480413466199178,0.5247277587132818,2.5254212110275147,4
2.347282693058642,0.9925861165462969,2.710696580507311,1.6802081714281265,1.7930439493262051
0.29399690035068565,0.992586116546297,0.5247277587132818,0.9475807351955499,-0.49471149259228187
3.105722919282382,-0.561553759570984,0.5247277587132816,2.5254212110275147,1.7930439493262058
3.871596154966927,2.480413466199178,1.2826318946006208,1.6802081714281274,3.622627125615842
4.556035872838833,-2.054659926352182,-0.15706011893758948,-0.4974053762019176,1.7930439493262058
3.871596154966928,0.9925861165462969,1.2826318946006205,4.133861869873091,2.3993013622035724
7.301303334436146,6.352122307965863,6.027456507272139,6.297724732917256,4
5.219849214740493,6.352122307965863,4.697044664486503,6.297724732917256,4
1.0170537418581436,2.480413466199178,0.5247277587132818,2.5254212110275147,1.2217128745022483
3.105722919282382,0.23346181225954304,1.2826318946006212,0.24612621166771556,2.399301362203572
4.556035872838833,6.352122307965863,3.9194249210558283,3.3723339177359133,3.017200628743316
-2.205188177759489,4.0450676394623,-1.2021816976652124,4.13386186987309,0.10068266874625054
7.301303334436146,4.932924806623758,4.697044664486503,4.1338618698730905,4
3.10572291928238,2.480413466199178,3.9194249210558283,3.3723339177359137,2.3993013622035724
4.556035872838833,2.4804134661991766,3.282834104155313,3.3723339177359133,4
3.871596154966928,0.992586116546297,3.282834104155314,1.6802081714281276,3.017200628743316
0.29399690035068565,0.9925861165462974,0.889453395749456,1.6802081714281274,0.6678784905927531
5.989598308980866,-2.054659926352182,1.2826318946006205,1.6802081714281272,3.017200628743316
2.347282693058642,0.992586116546296,1.282631894600621,1.6802081714281267,0.6678784905927537
7.301303334436146,6.352122307965863,6.027456507272139,6.297724732917256,4
7.301303334436146,6.352122307965863,6.027456507272139,1.6802081714281274,4
7.301303334436146,6.352122307965863,6.027456507272139,6.297724732917256,4
-2.205188177759489,0.2334618122595428,-0.836701883952616,1.6802081714281263,-0.4947114925922814
5.219849214740492,4.0450676394623,3.9194249210558265,4.955680971120058,4
3.105722919282381,4.0450676394623,2.71069658050731,4.1338618698730905,2.3993013622035724
3.871596154966928,6.352122307965863,4.697044664486502,3.3723339177359137,3.6226271256158427
2.347282693058642,2.480413466199178,0.1789744872607791,-0.4974053762019176,0.6678784905927537
0.29399690035068526,0.992586116546297,1.282631894600621,-0.4974053762019176,0.10068266874625045
1.671667546064364,3.2589940119156497,1.7132376650639733,1.6802081714281274,1.2217128745022485
5.219849214740492,4.93292480662376,0.8894533957494563,3.3723339177359146,4
4.556035872838833,3.25899401191565,3.919424921055828,2.5254212110275147,3.6226271256158418
-0.5858956035530535,-2.054659926352182,0.8894533957494561,4.955680971120058,1.221712874502248
-0.5858956035530537,-1.3221750539785615,-0.4923950241971865,-0.4974053762019176,-0.49471149259228153
-2.205188177759489,-0.561553759570984,2.710696580507311,0.947580735195549,0.6678784905927532
5.219849214740491,2.4804134661991766,2.7106965805073098,1.680208171428127,3.017200628743316
3.871596154966928,1.7233434935283085,1.7132376650639733,0.9475807351955493,1.7930439493262058
2.347282693058642,1.7233434935283087,0.8894533957494561,1.6802081714281265,1.7930439493262058
3.105722919282382,0.2334618122595433,1.7132376650639736,0.9475807351955495,1.7930439493262056
